ref;traduction;code;paragraphe;statut;raison
Marc 16:0;VGR;64-0427;60;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Marc 16:0;VGR;64-0427;63;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Marc 16:0;VGR;64-0427;69;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Marc 16:0;VGR;64-0427;87;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 10:0;VGR;65-0219;165;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Esaie 61:0;VGR;65-0219;43;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 16:0;VGR;65-0219;34;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;65-0219;152;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Matthieu 24:0;VGR;65-0219;132;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Esaie 53:0;VGR;65-0221M;132;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Genese 3:0;VGR;65-0221M;96;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Job 14:0;VGR;65-0221M;213;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Luc 17:0;VGR;65-0221M;49;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Marc 16:0;VGR;65-0711;160;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 17:0;VGR;65-1125;153;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;65-1125;240;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;65-1125;288;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Romains 7:0;VGR;65-1125;158;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 15:0;SKN;57-0807;56;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Actes 4:0;SKN;61-0205M;5;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 4:0;SKN;62-0704;217;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 6:0;SKN;62-0704;128;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Actes 4:0;SKN;63-0626;42;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Actes 19:0;SKN;63-0626;176;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Marc 16:0;SKN;64-0418B;47;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Actes 18:0;VGR;59-1217;61;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 1:0;VGR;59-1217;54;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Joel 2:0;VGR;62-0601;22;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Actes 4:0;VGR;64-0418B;168;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Marc 16:0;VGR;64-0418B;131;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 22:0;SKN;62-0211;63;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 14:0;SKN;52-0715;16;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 3:0;SKN;61-1112;183;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;61-1112;183;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 3:0;VGR;61-1112;183;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;61-1112;183;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Matthieu 3:0;VGR;61-1112;243;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 3:0;SKN;60-1210;17;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 17:0;SKN;61-1217;154;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 17:0;VGR;61-1217;154;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Actes 9:0;VGR;60-1210;248;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Actes 9:0;VGR;64-0830M;236;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Actes 9:0;VGR;64-0830M;237;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Actes 20:0;VGR;64-0830M;236;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 11:0;VGR;64-0830M;191;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Matthieu 10:0;VGR;64-0830M;271;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Zacharie 4:0;VGR;64-0830M;298;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Galates 1:0;SKN;60-0522M;175;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Galates 1:0;VGR;60-0522M;175;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Actes 10:0;SKN;63-0113E;226;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 12:0;SKN;63-0113E;154;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Actes 10:0;VGR;63-0113E;226;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 12:0;VGR;63-0113E;154;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 12:0;SKN;58-0301B;53;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Galates 1:0;SKN;63-1216;111;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;63-1216;164;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 21:0;VGR;59-0329M;67;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Psaumes 23:0;VGR;64-0823M;48;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 4:0;SKN;58-0612;72;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Romains 8:0;SKN;58-0612;26;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 6:0;SKN;63-0604;140;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 20:0;SKN;63-0604;28;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 17:0;SKN;64-1212;329;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;64-1212;353;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Romains 8:0;SKN;64-1212;46;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Actes 19:0;SKN;65-0418M;189;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;65-0418M;93;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;65-0418M;243;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Actes 19:0;VGR;65-0418M;189;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;65-0418M;93;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 1:0;VGR;65-0801M;71;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 1:0;VGR;65-0801M;88;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;65-0801M;104;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;65-0801M;174;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 11:0;SKN;63-0322;302;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 13:0;SKN;63-0322;97;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 19:0;SKN;63-0322;430;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Esaie 35:0;SKN;63-0322;56;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;63-0322;320;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;63-0322;321;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;63-0322;323;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;63-0322;325;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Actes 15:0;VGR;63-0322;236;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 11:0;VGR;63-0322;302;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 13:0;VGR;63-0322;97;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 19:0;VGR;63-0322;430;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Esaie 35:0;VGR;63-0322;56;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;63-0322;320;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;63-0322;321;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;63-0322;323;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;63-0322;325;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 11:0;SKN;61-0806;150;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Daniel 12:0;SKN;61-0806;67;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Matthieu 24:0;SKN;61-0806;180;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Matthieu 24:0;SKN;61-0806;182;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Daniel 12:0;VGR;61-0806;67;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 17:0;SKN;64-0308;164;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Esaie 35:0;SKN;64-0308;76;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Hebreux 12:0;SKN;64-0308;134;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;64-0308;108;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Hebreux 13:0;VGR;63-0901M;322;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Hebreux 13:0;VGR;64-0208;106;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;64-0208;187;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 17:0;VGR;64-0308;164;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Esaie 35:0;VGR;64-0308;76;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Hebreux 12:0;VGR;64-0308;134;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;64-0308;108;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Actes 19:0;SKN;53-0328;43;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Esaie 28:0;SKN;53-0729;139;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Esaie 28:0;SKN;53-0729;165;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 1:0;SKN;53-0729;32;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Matthieu 24:0;SKN;53-0729;281;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Hebreux 1:0;SKN;56-0815;30;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Romains 4:0;SKN;56-1208;3;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Actes 19:0;SKN;57-0518;1;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Psaumes 47:0;SKN;57-0728;39;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Romains 8:0;SKN;57-0728;74;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 3:0;SKN;58-0209E;41;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Actes 19:0;SKN;58-0316E;96;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Actes 19:0;SKN;58-0330A;60;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Marc 16:0;SKN;58-0330A;55;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 14:0;SKN;58-0330E;40;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 13:0;SKN;58-1002;37;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 4:0;SKN;59-0424E;82;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Psaumes 103:0;SKN;59-0707;3;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Actes 19:0;SKN;59-1227M;114;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 4:0;SKN;60-0403;232;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Deuteronome 30:0;SKN;60-1113;85;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Hebreux 13:0;SKN;60-1113;81;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 13:0;SKN;62-0422;183;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 17:0;SKN;62-0422;183;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Ephesiens 5:0;SKN;62-0422;113;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 13:0;SKN;62-0422;281;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;62-0422;314;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;62-0422;321;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Actes 19:0;SKN;62-0705;46;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Exode 19:0;SKN;62-0705;58;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Genese 12:0;SKN;62-0705;87;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Genese 12:0;SKN;62-0705;90;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 3:0;SKN;62-0705;56;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Esaie 5:0;SKN;63-0623E;116;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 14:0;SKN;63-0623E;170;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Matthieu 24:0;SKN;63-0623E;52;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Matthieu 5:0;SKN;63-0803B;225;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 3:0;SKN;63-1116B;87;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Actes 19:0;SKN;64-0719E;158;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Esaie 18:0;SKN;64-0719M;17;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Esaie 27:0;SKN;64-0719M;17;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Genese 1:0;SKN;64-0719M;76;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Hebreux 4:0;SKN;64-0719M;177;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Levitique 12:0;SKN;64-0719M;114;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Levitique 16:0;SKN;64-0719M;114;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Levitique 16:0;SKN;64-0719M;181;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Levitique 16:0;SKN;64-0719M;187;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Luc 17:0;SKN;64-0719M;73;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Luc 22:0;SKN;64-0719M;177;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 3:0;SKN;64-0719M;48;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 3:0;SKN;64-0719M;57;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;64-0719M;47;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;64-0719M;65;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;64-0719M;67;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;64-0719M;87;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;64-0719M;204;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;64-0719M;212;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;65-0725M;130;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;65-0725M;259;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Actes 19:0;VGR;51-0923;191;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Actes 19:0;VGR;52-0900;172;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 11:0;VGR;52-0900;148;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Esaie 28:0;VGR;53-0729;139;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Esaie 28:0;VGR;53-0729;165;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Genese 7:0;VGR;53-0729;37;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Genese 9:0;VGR;53-0729;49;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Genese 11:0;VGR;53-0729;62;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Genese 15:0;VGR;53-0729;87;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Genese 17:0;VGR;53-0729;96;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Genese 19:0;VGR;53-0729;109;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Genese 21:0;VGR;53-0729;121;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Genese 23:0;VGR;53-0729;131;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Genese 25:0;VGR;53-0729;144;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Genese 29:0;VGR;53-0729;165;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Genese 31:0;VGR;53-0729;179;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Genese 33:0;VGR;53-0729;199;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Genese 35:0;VGR;53-0729;217;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Genese 37:0;VGR;53-0729;228;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Genese 39:0;VGR;53-0729;240;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Genese 41:0;VGR;53-0729;254;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Genese 43:0;VGR;53-0729;271;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Genese 45:0;VGR;53-0729;281;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Hebreux 9:0;VGR;53-0729;151;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 1:0;VGR;53-0729;32;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Matthieu 24:0;VGR;53-0729;281;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Zacharie 4:0;VGR;53-0729;263;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 3:0;VGR;59-0628E;129;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 5:0;VGR;59-0628E;188;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Romains 8:0;VGR;59-0628E;119;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Deuteronome 30:0;VGR;60-1113;109;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Hebreux 13:0;VGR;60-1113;106;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 17:0;VGR;62-0422;280;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 13:0;VGR;62-0422;463;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;62-0422;508;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;62-0422;517;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Esaie 5:0;VGR;63-0623E;116;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 14:0;VGR;63-0623E;170;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Luc 17:0;VGR;63-0623E;128;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Matthieu 24:0;VGR;63-0623E;52;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Marc 16:0;VGR;63-0803B;209;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Matthieu 5:0;VGR;63-0803B;225;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Actes 19:0;VGR;64-0719E;158;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Esaie 18:0;VGR;64-0719M;21;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Genese 1:0;VGR;64-0719M;94;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Levitique 12:0;VGR;64-0719M;151;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Levitique 16:0;VGR;64-0719M;151;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Levitique 16:0;VGR;64-0719M;252;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Levitique 16:0;VGR;64-0719M;260;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Luc 17:0;VGR;64-0719M;86;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Luc 22:0;VGR;64-0719M;245;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 3:0;VGR;64-0719M;71;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;64-0719M;60;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;64-0719M;62;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;64-0719M;85;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;64-0719M;107;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;64-0719M;278;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;64-0719M;290;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;63-1124M;86;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;63-1124M;146;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;63-1124M;189;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Marc 16:0;VGR;60-1209;144;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;63-1124M;86;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;63-1124M;146;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;63-1124M;189;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;63-1229E;70;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;63-1229E;140;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 15:0;SKN;62-1230M;111;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 3:0;SKN;62-1230M;175;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;62-1230M;175;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 6:0;VGR;62-1230M;260;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 15:0;VGR;62-1230M;155;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;62-1230M;240;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;62-1230M;241;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;62-0513M;267;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Amos 3:0;VGR;63-0319;331;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;63-0319;183;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
