ref;traduction;code;paragraphe;nb_mots;mots
Jean 3:16;SKN;50-0822;39;2;croit quiconque
Jean 5:24;SKN;50-0822;40;2;croit entend
Jean 3:16;SKN;50-0822;40;2;croit quiconque
Apocalypse 22:18;SKN;50-0822;40;2;entend quiconque
Matthieu 5:28;SKN;50-0822;40;2;commis quiconque
Zacharie 11:12;SKN;50-0822;41;2;laissez sinon
Jean 14:12;SKN;50-0822;46;2;grandes uvres
Jean 14:9;SKN;50-0822;46;2;montre philippe
Apocalypse 22:18;SKN;50-0822;55;2;rends temoignage
Esaie 53:12;SKN;50-0823;4;2;compte grands
Zacharie 14:6;SKN;50-0823;8;2;aura seront
Apocalypse 17:17;SKN;50-0823;9;2;royaume soient
Psaumes 41:9;SKN;50-0823;10;2;intime leve
Joel 2:28;SKN;50-0823;12;2;filles jeunes
Genese 1:11;SKN;50-0823;12;2;espece portant
Joel 2:28;SKN;50-0823;13;2;filles jeunes
Joel 2:28;SKN;50-0823;17;2;filles jeunes
Apocalypse 1:1;SKN;50-0823;17;2;arriver montrer
Joel 2:28;SKN;50-0823;18;2;filles jeunes
Matthieu 24:29;SKN;50-0823;19;3;etoiles lune soleil
Apocalypse 21:23;SKN;50-0823;19;2;lune soleil
Apocalypse 6:12;SKN;50-0823;19;2;soleil tremblement
Josue 10:12;SKN;50-0823;19;2;lune soleil
Genese 1:11;SKN;50-0823;20;2;ayant semence
Matthieu 3:16;SKN;50-0823;20;2;ayant vit
Matthieu 11:10;SKN;50-0823;21;2;ecrit messager
Esaie 53:5;SKN;50-0823;22;3;blesse gueris meurtrissures
Apocalypse 13:14;SKN;50-0823;24;2;fut miracles
Jeremie 8:22;SKN;50-0823;27;2;fille medecin
Jean 14:7;SKN;50-0823;30;3;auriez connu maviez
Hebreux 3:1;SKN;50-0823;30;3;celeste considerez saints
Ephesiens 1:5;SKN;50-0823;31;2;ayant plaisir
Genese 1:11;SKN;50-0823;31;2;ayant espece
Ephesiens 1:13;SKN;50-0823;32;2;ayant levangile
Ephesiens 1:13-14;SKN;50-0823;32;2;ayant levangile
Apocalypse 17:17;SKN;50-0823;33;2;accomplies royaume
Apocalypse 19:21;SKN;50-0823;35;2;chair fut
Esaie 61:1;SKN;50-0823;36;2;bonnes envoye
Malachie 3:1;SKN;50-0823;38;2;chemin lange
Esaie 9:6;SKN;50-0823;41;2;fort merveilleux
Deuteronome 18:15;SKN;50-0823;41;2;dentre tes
Genese 3:16;SKN;50-0823;41;2;desir tes
Esaie 53:12;SKN;50-0823;41;2;grands plusieurs
Jean 3:21;SKN;50-0823;41;2;quelles soient
Actes 1:8;SKN;50-0823;44;2;serez venant
Apocalypse 10:1;SKN;50-0823;49;2;pieds puissant
Apocalypse 10:1-7;SKN;50-0823;49;2;pieds puissant
Ephesiens 1:20;SKN;50-0823;51;2;dentre droite
Luc 7:36;SKN;50-0823;51;2;manger table
Amos 3:7;SKN;50-0823;53;2;revele secret
Esaie 28:19;SKN;50-0823;54;2;entendre passera
1 Timothee 3:16;SKN;50-0823;56;2;cru mystere
Hebreux 6:4;SKN;50-0823;59;2;celeste don
Jean 3:21;SKN;50-0823;59;2;quelles soient
Genese 1:28;SKN;50-0823;63;2;cieux meut
Ezechiel 28:12;SKN;50-0824;5;2;etais forme
Apocalypse 20:4;SKN;50-0824;7;2;fut temoignage
Esaie 9:6;SKN;50-0824;9;2;fort merveilleux
1 Timothee 3:16;SKN;50-0824;11;2;cru eleve
Matthieu 12:42;SKN;50-0824;14;2;entendre midi
Jean 14:9;SKN;50-0824;15;2;connu montre
Esaie 9:6;SKN;50-0824;17;2;merveilleux paix
Genese 3:16;SKN;50-0824;17;2;mari tourne
Apocalypse 17:17;SKN;50-0824;18;3;curs donner soient
Actes 2:24;SKN;50-0824;18;2;ayant possible
Apocalypse 6:12;SKN;50-0824;19;2;sac sceau
Esaie 53:12;SKN;50-0824;26;2;aura plusieurs
Actes 2:24;SKN;50-0824;29;2;lequel possible
Jean 5:24;SKN;50-0824;33;2;envoye jugement
Esaie 61:1;SKN;50-0824;33;2;brise envoye
Actes 2:38;SKN;50-0824;34;2;don peches
Jean 5:14;SKN;50-0824;35;2;gueri peur
Psaumes 103:3;SKN;50-0824;36;2;guerit tes
Matthieu 24:29;SKN;50-0824;40;2;aussitot seront
Zacharie 14:6;SKN;50-0824;41;2;arrivera seront
Actes 2:38;SKN;50-0824;43;2;don peches
Esaie 53:12;SKN;50-0827A;2;2;aura plusieurs
Esaie 53:12;SKN;50-0827A;6;2;ame grands
Apocalypse 19:21;SKN;50-0827A;9;2;fut tue
Hebreux 13:10;SKN;50-0827A;14;2;droit tabernacle
Jeremie 8:22;SKN;50-0827A;14;2;fille medecin
Esaie 27:12;SKN;50-0827A;15;2;courant serez
Joel 2:28;SKN;50-0827A;19;2;filles jeunes
Matthieu 3:16;SKN;50-0827A;22;2;aussitot vit
Joel 2:28;SKN;50-0827A;24;2;filles jeunes
Luc 7:36;SKN;50-0827A;28;2;manger table
Apocalypse 6:11;SKN;50-0827A;31;2;longue robe
Matthieu 12:42;SKN;50-0827A;33;2;entendre midi
Esaie 40:3;SKN;50-0827A;34;2;chemin crie
Matthieu 3:16;SKN;50-0827A;36;2;aussitot descendre
Esaie 28:19;SKN;50-0827A;38;2;entendre nuit
Esaie 28:19;SKN;50-0827A;39;2;entendre nuit
Apocalypse 2:20;SKN;50-0827A;39;2;enseigne manger
Matthieu 12:42;SKN;50-0827A;41;2;entendre midi
Apocalypse 10:1;SKN;50-0827A;44;2;pieds soleil
Apocalypse 10:1-7;SKN;50-0827A;44;2;pieds soleil
Hebreux 6:1;SKN;50-0827A;45;2;dhommes repentance
Matthieu 12:42;SKN;50-0827A;49;2;jugement midi
Esaie 27:12;SKN;50-0827A;49;2;rassembles serez
Esaie 53:12;SKN;50-0827A;49;2;ame plusieurs
Apocalypse 21:23;SKN;50-0827A;50;2;lune soleil
Josue 10:12;SKN;50-0827A;50;2;lune soleil
Esaie 40:3;SKN;50-0827A;51;2;chemin route
Actes 10:35;SKN;50-0827A;51;2;nation quen
Matthieu 18:10;SKN;50-0827A;51;2;garde prenez
Malachie 3:1;SKN;50-0827A;51;2;chemin prenez
Esaie 53:12;SKN;50-0827A;51;3;ame aura compte
Matthieu 24:7;SKN;50-0827A;51;2;aura nation
Hebreux 12:25;SKN;50-0827A;51;2;garde prenez
Deuteronome 18:15;SKN;50-0827A;53;2;dentre tes
Apocalypse 17:17;SKN;50-0827A;53;2;royaume soient
Genese 3:16;SKN;50-0827A;54;2;desir tes
Apocalypse 17:17;SKN;50-0827A;54;2;royaume soient
Apocalypse 22:8;SKN;50-0827A;54;2;lange pieds
Jacques 5:14;SKN;50-0827A;55;2;appelle prient
Hebreux 1:1;SKN;50-0827A;55;2;ayant plusieurs
Apocalypse 22:8;SKN;50-0827E;3;2;hommage rendre
Marc 13:27;SKN;50-0827E;3;2;bout enverra
1 Timothee 3:16;SKN;50-0827E;4;2;cru manifeste
Actes 2:38;SKN;50-0827E;5;2;don peches
Galates 1:8;SKN;50-0827E;5;2;memes outre
Joel 2:28;SKN;50-0827E;5;2;arrivera visions
Jacques 5:14;SKN;50-0827E;5;2;lassemblee malade
Psaumes 103:3;SKN;50-0827E;5;3;guerit pardonne tes
Deuteronome 18:15;SKN;50-0827E;5;3;dentre leternel tes
Actes 1:8;SKN;50-0827E;5;2;bout jerusalem
Hebreux 1:1;SKN;50-0827E;5;2;ayant plusieurs
Amos 3:7;SKN;50-0827E;5;3;leternel revele serviteurs
Apocalypse 10:1;SKN;50-0827E;5;2;nuee puissant
Hebreux 3:1;SKN;50-0827E;5;3;celeste confession saints
Marc 11:23;SKN;50-0827E;5;3;aura jette mer
Matthieu 1:18;SKN;50-0827E;5;2;etant soient
Apocalypse 10:7;SKN;50-0827E;5;3;annonce termine voix
Genese 2:7;SKN;50-0827E;5;2;ame leternel
Apocalypse 10:1-7;SKN;50-0827E;5;2;nuee puissant
1 Timothee 3:16;SKN;50-0827E;5;3;anges cru preche
Ephesiens 1:5;SKN;50-0827E;5;2;ayant selon
Hebreux 10:26;SKN;50-0827E;5;2;peches sacrifice
Hebreux 13:10;SKN;50-0827E;5;2;manger tabernacle
Hebreux 6:4;SKN;50-0827E;5;2;celeste don
Apocalypse 22:19;SKN;50-0827E;5;3;larbre paroles prophetie
Psaumes 16:10;SKN;50-0827E;5;2;ame voie
Esaie 28:19;SKN;50-0827E;5;2;entendre nuit
Hebreux 9:11;SKN;50-0827E;5;2;etant tabernacle
Apocalypse 17:8;SKN;50-0827E;5;3;noms voyant vue
Genese 22:14;SKN;50-0827E;5;2;jehovah leternel
Apocalypse 3:14;SKN;50-0827E;5;3;commencement lange lassemblee
Esaie 14:12;SKN;50-0827E;5;2;cieux tombe
Apocalypse 13:14;SKN;50-0827E;5;2;fut miracles
Genese 3:16;SKN;50-0827E;5;3;desir tes travail
Apocalypse 17:15;SKN;50-0827E;5;2;assise eaux
Luc 16:16;SKN;50-0827E;5;2;annonce lors
Esaie 32:2;SKN;50-0827E;5;2;aura rocher
Ephesiens 1:13;SKN;50-0827E;5;3;ayant cru levangile
Galates 3:16;SKN;50-0827E;5;2;plusieurs promesses
Genese 3:8;SKN;50-0827E;5;2;leternel voix
Matthieu 12:42;SKN;50-0827E;5;2;entendre jugement
Esaie 61:1;SKN;50-0827E;5;3;envoye leternel oint
Actes 15:14;SKN;50-0827E;5;3;premierement raconte tirer
Apocalypse 19:21;SKN;50-0827E;5;2;bouche fut
Ephesiens 2:12;SKN;50-0827E;5;2;etant etiez
Malachie 3:6;SKN;50-0827E;5;2;change leternel
Esaie 53:5;SKN;50-0827E;5;2;gueris meurtrissures
Matthieu 28:18;SKN;50-0827E;5;2;donnee parla
Matthieu 11:10;SKN;50-0827E;5;3;chemin ecrit lequel
Apocalypse 6:6;SKN;50-0827E;5;2;mesure voix
Ephesiens 1:20;SKN;50-0827E;5;2;dentre droite
Marc 9:7;SKN;50-0827E;5;2;nuee voix
Genese 3:1;SKN;50-0827E;5;2;leternel serpent
Zacharie 14:6;SKN;50-0827E;5;3;arrivera aura seront
Matthieu 19:28;SKN;50-0827E;5;2;disrael trone
Apocalypse 19:11;SKN;50-0827E;5;3;appele juge ouvert
Apocalypse 22:8;SKN;50-0827E;5;3;lange montrait rendre
Luc 21:24;SKN;50-0827E;5;2;jerusalem seront
Deuteronome 18:22;SKN;50-0827E;5;2;leternel peur
Genese 2:18-21;SKN;50-0827E;5;2;ferai leternel
Apocalypse 16:13;SKN;50-0827E;5;3;bouche esprits faux
Esaie 53:9;SKN;50-0827E;5;3;aucune bouche navait
Psaumes 22:18;SKN;50-0827E;5;2;robe sort
Zacharie 11:12;SKN;50-0827E;5;2;laissez sinon
Apocalypse 3:21;SKN;50-0827E;5;2;sasseoir trone
Matthieu 24:7;SKN;50-0827E;5;2;aura divers
Galates 4:27;SKN;50-0827E;5;3;ecrit nes travail
Malachie 4:5;SKN;50-0827E;5;3;envoie leternel vienne
Galates 3:29;SKN;50-0827E;5;2;dabraham selon
Jean 5:14;SKN;50-0827E;5;2;gueri peur
Hebreux 9:11-14;SKN;50-0827E;5;2;etant tabernacle
Jean 3:21;SKN;50-0827E;5;2;quelles soient
Genese 6:4;SKN;50-0827E;5;3;jadis quelles renom
Actes 2:24;SKN;50-0827E;5;3;ayant lequel possible
Jean 3:14;SKN;50-0827E;5;2;desert serpent
Jean 12:14;SKN;50-0827E;5;3;ayant ecrit selon
Psaumes 16:8;SKN;50-0827E;5;3;droite leternel serai
Marc 13:27;SKN;50-0827E;5;2;anges bout
Psaumes 42:7;SKN;50-0827E;5;3;tes vagues voix
Nombres 19:9;SKN;50-0827E;5;3;disrael eau lassemblee
Apocalypse 6:1;SKN;50-0827E;5;2;viens voix
Ephesiens 1:13-14;SKN;50-0827E;5;3;ayant cru levangile
Esaie 9:5;SKN;50-0827E;5;2;guerre seront
Apocalypse 1:20;SKN;50-0827E;5;2;anges droite
Matthieu 3:16;SKN;51-0413;8;3;ayant descendre vit
Genese 14:18;SKN;51-0413;8;2;roi vin
Actes 1:8;SKN;51-0413;9;2;judee venant
Apocalypse 10:7;SKN;51-0413;9;2;nouvelle septieme
Apocalypse 13:14;SKN;51-0413;9;2;fut miracles
Hebreux 12:24;SKN;51-0413;9;2;mieux nouvelle
Jean 5:39;SKN;51-0413;10;2;rendent temoignage
Hebreux 9:11;SKN;51-0413;11;2;etant tabernacle
Hebreux 9:11-14;SKN;51-0413;11;2;etant tabernacle
Apocalypse 10:1;SKN;51-0413;12;2;ange soleil
Apocalypse 10:7;SKN;51-0413;12;3;ange annonce nouvelle
Apocalypse 10:1-7;SKN;51-0413;12;2;ange soleil
Jean 5:39;SKN;51-0413;12;2;rendent temoignage
Esaie 53:12;SKN;51-0413;13;2;ame aura
Apocalypse 17:15;SKN;51-0413;14;2;eaux nations
Zacharie 14:6;SKN;51-0413;14;2;aura seront
Luc 21:24;SKN;51-0413;14;3;nations pieds seront
Jean 16:21;SKN;51-0413;14;2;heure joie
Apocalypse 22:18;SKN;51-0413;16;2;paroles temoignage
Jean 5:39;SKN;51-0413;16;2;rendent temoignage
Apocalypse 17:17;SKN;51-0413;23;2;curs donner
Jean 5:24;SKN;51-0413;24;2;eternelle jugement
Ezechiel 28:12;SKN;51-0413;25;3;etais forme plein
Jean 5:39;SKN;51-0413;27;2;rendent temoignage
Zacharie 14:6;SKN;51-0413;30;2;aura seront
Matthieu 24:7;SKN;51-0413;30;2;aura royaume
Apocalypse 1:1;SKN;51-0413;42;2;ange arriver
Esaie 50:6;SKN;51-0413;46;2;dos joues
Romains 8:22;SKN;51-0413;50;2;creation soupire
1 Timothee 3:16;SKN;51-0413;52;2;cru piete
Ephesiens 1:5;SKN;51-0413;52;2;ayant selon
Genese 1:11;SKN;51-0413;52;2;ayant selon
Ephesiens 1:13;SKN;51-0413;52;2;ayant cru
Jean 12:14;SKN;51-0413;52;2;ayant selon
Ephesiens 1:13-14;SKN;51-0413;52;2;ayant cru
Hebreux 3:1;SKN;51-0413;53;2;celeste saints
Matthieu 1:18;SKN;51-0413;53;2;ensemble soient
Apocalypse 22:18;SKN;51-0413;53;2;paroles temoignage
Esaie 53:5;SKN;51-0413;53;2;gueris meurtrissures
Ephesiens 1:20;SKN;51-0413;53;2;celestes lieux
Apocalypse 20:4;SKN;51-0413;53;3;ames rendu temoignage
Zacharie 14:6;SKN;51-0413;53;2;aura seront
Luc 21:24;SKN;51-0413;53;2;captifs seront
Esaie 53:12;SKN;51-0413;53;2;aura plusieurs
Matthieu 24:7;SKN;51-0413;53;3;aura lieux royaume
Apocalypse 10:1;SKN;51-0414;4;3;puissant soleil visage
Apocalypse 10:1-7;SKN;51-0414;4;3;puissant soleil visage
Apocalypse 13:14;SKN;51-0414;4;2;fut miracles
Apocalypse 19:21;SKN;51-0414;4;2;cheval fut
Apocalypse 20:4;SKN;51-0414;4;2;fut rendu
Matthieu 1:18;SKN;51-0414;6;2;ensemble soient
Ephesiens 2:12;SKN;51-0414;8;2;etant israel
Ezechiel 28:12;SKN;51-0414;8;2;etais roi
Apocalypse 10:7;SKN;51-0414;11;2;ange voix
Apocalypse 22:18;SKN;51-0414;11;2;entend temoignage
1 Timothee 3:16;SKN;51-0414;11;2;anges chair
Ephesiens 2:12;SKN;51-0414;12;2;etant israel
Exode 13:21;SKN;51-0414;13;2;colonne conduire
Ezechiel 28:12;SKN;51-0414;13;2;forme roi
Apocalypse 1:1;SKN;51-0414;14;2;ange montrer
Jean 14:9;SKN;51-0414;14;2;montre philippe
Esaie 53:12;SKN;51-0414;20;2;grands plusieurs
Matthieu 3:16;SKN;51-0414;24;2;aussitot ayant
Jean 16:21;SKN;51-0414;27;2;heure joie
Romains 8:22;SKN;51-0414;28;2;ensemble travail
Joel 2:25;SKN;51-0414;30;2;annees milieu
Jean 3:16;SKN;51-0414;33;2;croit quiconque
Apocalypse 10:7;SKN;51-0414;34;2;annonce termine
Actes 2:38;SKN;51-0414;35;2;don peches
Ephesiens 2:12;SKN;51-0414;38;2;etiez etrangers
Jean 5:7;SKN;51-0414;40;2;agitee malade
Ephesiens 2:12;SKN;51-0414;40;2;etiez etrangers
Ezechiel 28:12;SKN;51-0414;40;2;etais plein
Exode 13:21;SKN;51-0415A;11;2;allait chemin
Joel 2:28;SKN;51-0415A;22;2;filles jeunes
Matthieu 3:16;SKN;51-0415A;23;2;descendre leau
Luc 7:36;SKN;51-0415A;26;2;manger table
Jacques 5:14;SKN;51-0415A;29;2;appelle lassemblee
Hebreux 1:1;SKN;51-0415A;34;2;plusieurs reprises
Deuteronome 18:15;SKN;51-0415A;36;2;dentre leternel
Ezechiel 28:12;SKN;51-0415A;36;2;leternel roi
Galates 4:27;SKN;51-0415A;36;2;eclate travail
Esaie 40:3;SKN;51-0415A;39;2;chemin leternel
Zacharie 14:7;SKN;51-0415A;39;2;leternel nuit
Exode 13:21;SKN;51-0415A;39;3;chemin leternel nuit
Esaie 60:1;SKN;51-0415A;39;2;leternel leve
Malachie 3:1;SKN;51-0415A;39;2;chemin lange
Matthieu 3:16;SKN;51-0415A;39;2;aussitot leau
Genese 3:8;SKN;51-0415A;41;2;arbres voix
Joel 2:28;SKN;51-0415A;44;2;filles jeunes
Joel 2:28;SKN;51-0415A;45;2;filles jeunes
Jeremie 8:22;SKN;51-0415A;48;2;fille medecin
Joel 2:28;SKN;51-0415A;56;2;filles jeunes
Galates 4:27;SKN;51-0415A;58;2;ecrit travail
Exode 13:21;SKN;51-0415A;64;2;allait nuit
Apocalypse 10:1;SKN;51-0415A;72;2;descendant larc
Apocalypse 10:1-7;SKN;51-0415A;72;2;descendant larc
Matthieu 24:29;SKN;51-0415A;72;2;cieux etoiles
Apocalypse 19:21;SKN;51-0415A;80;2;fut tue
Exode 13:21;SKN;51-0415A;81;2;allait nuit
Esaie 32:2;SKN;51-0415A;82;2;deau vent
Exode 13:21;SKN;51-0415A;82;2;chemin nuit
Joel 2:28;SKN;51-0415A;84;2;filles jeunes
Esaie 32:2;SKN;51-0415A;88;2;deau vent
Jean 16:21;SKN;51-0415A;90;2;heure tristesse
Exode 13:21;SKN;51-0415A;92;2;chemin conduire
Exode 13:21;SKN;51-0415A;97;2;allait nuit
Esaie 9:6;SKN;51-0415A;100;2;merveilleux paix
Genese 3:16;SKN;51-0415A;103;2;tes travail
Hebreux 6:4;SKN;51-0415A;106;2;celeste devenus
Galates 4:27;SKN;51-0415A;108;2;joie travail
Matthieu 18:10;SKN;51-0415A;110;2;cieux garde
Hebreux 12:25;SKN;51-0415A;110;2;cieux garde
Daniel 7:9;SKN;51-0415A;111;2;blanc cheveux
Daniel 7:9;SKN;51-0415A;113;2;blanc cheveux
Exode 13:21;SKN;51-0415A;115;2;allait nuit
Zacharie 14:7;SKN;51-0415A;117;2;connu nuit
Exode 13:21;SKN;51-0415A;117;2;chemin nuit
Esaie 27:12;SKN;51-0415A;117;2;courant jusquau
Psaumes 16:10;SKN;51-0415A;122;2;ame voie
Matthieu 18:10;SKN;51-0415A;122;2;anges face
Malachie 3:1;SKN;51-0415A;125;2;prenez viendra
Hebreux 12:25;SKN;51-0415A;125;2;nont prenez
Actes 2:38;SKN;51-0415A;126;2;baptise peches
Psaumes 103:3;SKN;51-0415A;126;2;pardonne tes
Apocalypse 1:1;SKN;51-0415E;2;2;bientot montrer
Apocalypse 11:3;SKN;51-0415E;8;2;donnerai temoins
Actes 1:8;SKN;51-0415E;12;2;jerusalem judee
Matthieu 24:7;SKN;51-0415E;12;2;divers royaume
Apocalypse 17:17;SKN;51-0415E;13;3;curs paroles soient
Esaie 53:12;SKN;51-0415E;13;2;ame plusieurs
Jean 5:24;SKN;51-0415E;18;2;envoye jugement
Matthieu 1:18;SKN;51-0415E;20;2;joseph soient
Apocalypse 6:11;SKN;51-0415E;20;2;fut soient
Apocalypse 10:1;SKN;51-0415E;24;2;ange puissant
Apocalypse 10:1-7;SKN;51-0415E;24;2;ange puissant
Apocalypse 1:20;SKN;51-0415E;24;2;anges droite
Psaumes 42:7;SKN;51-0415E;25;3;abime appelle tes
Apocalypse 1:20;SKN;51-0415E;25;2;anges droite
Actes 1:8;SKN;51-0415E;28;2;jerusalem samarie
Joel 2:25;SKN;51-0415E;29;2;armee milieu
Jean 5:39;SKN;51-0415E;29;2;rendent temoignage
Malachie 3:1;SKN;51-0415E;31;2;chemin temple
Jean 14:12;SKN;51-0415E;33;2;grandes uvres
Galates 1:8;SKN;51-0415E;33;2;memes outre
Hebreux 6:4;SKN;51-0415E;44;2;celeste don
Apocalypse 3:14;SKN;51-0501;1;2;fidele lassemblee
Apocalypse 19:11;SKN;51-0501;1;2;combat fidele
Hebreux 4:15;SKN;51-0501;5;2;navons tente
Jean 12:24;SKN;51-0501;14;2;ble fruit
Apocalypse 13:14;SKN;51-0501;15;2;fut miracles
Jean 5:14;SKN;51-0501;17;2;gueri peur
Jean 5:14;SKN;51-0501;18;2;gueri peur
Matthieu 3:16;SKN;51-0501;26;2;aussitot leau
Apocalypse 6:1;SKN;51-0501;26;2;sept voix
Apocalypse 20:4;SKN;51-0501;27;2;navaient rendu
Esaie 61:1;SKN;51-0501;28;2;apporter envoye
Apocalypse 6:11;SKN;51-0501;28;2;blanche robe
Jean 14:12;SKN;51-0501;30;2;grandes men
Genese 3:16;SKN;51-0501;30;2;grandes mari
Jean 14:9;SKN;51-0501;30;3;connu mas philippe
Genese 1:11;SKN;51-0501;31;2;espece portant
Esaie 50:6;SKN;51-0501;31;2;dos nai
Nombres 12:6;SKN;51-0501;36;2;ferai vision
Hebreux 6:4;SKN;51-0501;38;2;celeste don
Daniel 7:9;SKN;51-0501;39;3;blanc cheveux vis
Apocalypse 19:11;SKN;51-0501;39;2;blanc vis
Malachie 3:1;SKN;51-0501;39;2;chemin viendra
Apocalypse 6:12;SKN;51-0501;39;2;lorsquil vis
Actes 1:8;SKN;51-0501;40;2;jerusalem judee
Apocalypse 10:7;SKN;51-0501;40;2;nouvelle voix
Esaie 40:3;SKN;51-0501;40;2;crie voix
Matthieu 24:7;SKN;51-0501;40;2;divers royaume
Deuteronome 18:15;SKN;51-0501;41;2;dentre milieu
Joel 2:25;SKN;51-0501;41;2;milieu qua
Apocalypse 10:7;SKN;51-0501;42;3;ange nouvelle prophetes
Matthieu 19:28;SKN;51-0501;42;2;disrael suivi
Jean 5:7;SKN;51-0501;47;2;descend viens
Hebreux 1:1;SKN;51-0501;47;2;plusieurs reprises
Esaie 53:12;SKN;51-0501;47;2;compte plusieurs
Joel 2:25;SKN;51-0501;49;2;annees qua
Esaie 28:19;SKN;51-0501;50;2;entendre passera
Ezechiel 28:12;SKN;51-0501;51;2;etais roi
Esaie 27:12;SKN;51-0501;51;2;arrivera disrael
Jean 14:9;SKN;51-0501;51;2;connu philippe
Matthieu 24:29;SKN;51-0501;53;2;etoiles lune
Apocalypse 1:20;SKN;51-0501;53;2;etoiles vues
Ephesiens 2:12;SKN;51-0501;59;2;droit etiez
Apocalypse 20:4;SKN;51-0501;61;2;rendu temoignage
Apocalypse 22:18;SKN;51-0501;62;2;paroles temoignage
Apocalypse 3:14;SKN;51-0501;68;2;lassemblee temoin
Apocalypse 1:1;SKN;51-0501;71;2;arriver montrer
Jean 5:7;SKN;51-0502;1;2;malade viens
Malachie 3:6;SKN;51-0502;6;2;change netes
Nombres 12:6;SKN;51-0502;8;2;connaitre vision
Genese 3:16;SKN;51-0502;10;2;grandes travail
Galates 4:27;SKN;51-0502;11;2;eclate joie
Deuteronome 18:15;SKN;51-0502;12;2;leternel milieu
Genese 22:14;SKN;51-0502;12;2;leternel montagne
Esaie 40:3;SKN;51-0502;12;2;desert leternel
Genese 3:8;SKN;51-0502;12;2;leternel milieu
Hebreux 1:1;SKN;51-0502;13;2;peres plusieurs
Esaie 53:12;SKN;51-0502;13;2;grands plusieurs
Hebreux 1:1;SKN;51-0502;14;2;autrefois plusieurs
1 Timothee 3:16;SKN;51-0502;14;2;manifeste preche
Apocalypse 22:8;SKN;51-0502;14;2;lange rendre
Esaie 53:12;SKN;51-0502;14;3;compte grands plusieurs
Josue 10:12;SKN;51-0502;15;2;disrael josue
Apocalypse 21:19;SKN;51-0502;17;2;jaspe premier
Zacharie 11:12;SKN;51-0502;17;2;dargent pieces
Matthieu 1:18;SKN;51-0502;19;2;etant joseph
Jean 5:7;SKN;51-0502;20;2;nai viens
Luc 21:24;SKN;51-0502;20;2;jerusalem menes
Ezechiel 28:12;SKN;51-0502;22;2;eleve plein
Apocalypse 16:13;SKN;51-0502;22;2;bete dragon
Apocalypse 19:21;SKN;51-0502;23;2;fut tue
Jean 3:14;SKN;51-0502;23;2;desert eleve
Exode 13:21;SKN;51-0502;24;2;colonne nuit
Ephesiens 1:20;SKN;51-0502;25;3;asseoir celestes lieux
Apocalypse 19:21;SKN;51-0502;27;2;bouche tue
Genese 6:4;SKN;51-0502;27;2;eurent filles
Apocalypse 22:19;SKN;51-0502;28;2;ote sainte
Esaie 14:12;SKN;51-0502;28;2;cieux tombe
Apocalypse 22:19;SKN;51-0502;29;2;ote sainte
Exode 13:21;SKN;51-0502;29;2;colonne nuit
Zacharie 14:7;SKN;51-0502;32;3;aura connu nuit
Exode 13:21;SKN;51-0502;32;2;colonne nuit
Joel 2:25;SKN;51-0502;32;2;annees milieu
Exode 13:21;SKN;51-0502;33;2;chemin colonne
Matthieu 11:10;SKN;51-0502;33;2;chemin jenvoie
Malachie 3:1;SKN;51-0502;33;2;chemin jenvoie
Apocalypse 1:1;SKN;51-0502;33;2;ange arriver
Apocalypse 10:7;SKN;51-0502;35;2;ange voix
Esaie 40:3;SKN;51-0502;35;2;chemin voix
Exode 13:21;SKN;51-0502;35;2;chemin marchent
Malachie 3:1;SKN;51-0502;35;3;chemin lalliance lange
Esaie 53:9;SKN;51-0502;35;2;aucune navait
Apocalypse 1:1;SKN;51-0502;35;2;ange arriver
Psaumes 42:7;SKN;51-0502;35;2;tes voix
1 Timothee 3:16;SKN;51-0502;37;2;chair manifeste
Apocalypse 17:17;SKN;51-0502;37;3;accomplies donner soient
Esaie 53:12;SKN;51-0502;38;2;ame compte
Apocalypse 10:7;SKN;51-0502;39;2;ange nouvelle
Esaie 40:3;SKN;51-0502;40;2;desert leternel
Matthieu 24:29;SKN;51-0502;40;2;lune soleil
Zacharie 14:7;SKN;51-0502;40;2;leternel nuit
Exode 13:21;SKN;51-0502;40;2;leternel nuit
Apocalypse 21:23;SKN;51-0502;40;2;lune soleil
Josue 10:12;SKN;51-0502;40;3;leternel lune soleil
Jean 14:9;SKN;51-0502;40;2;montre philippe
Jeremie 8:22;SKN;51-0502;43;2;fille medecin
Apocalypse 22:8;SKN;51-0502;43;3;lange pieds rendre
Actes 1:8;SKN;51-0502;44;2;bout jusquau
Jeremie 8:22;SKN;51-0502;44;2;fille medecin
Apocalypse 17:3;SKN;51-0502;44;2;ayant sept
Marc 13:27;SKN;51-0502;44;2;bout jusquau
Hebreux 4:14;SKN;51-0502;44;2;ayant ferme
Apocalypse 22:18;SKN;51-0502;45;2;rends temoignage
Esaie 61:1;SKN;51-0502;47;2;envoye leternel
Jean 5:7;SKN;51-0502;48;2;leau nai
Matthieu 3:16;SKN;51-0502;48;2;descendre leau
Esaie 14:12;SKN;51-0502;49;2;cieux tombe
Matthieu 3:16;SKN;51-0502;49;2;cieux furent
Matthieu 24:7;SKN;51-0502;50;2;aura divers
Apocalypse 10:1;SKN;51-0502;55;2;ange pieds
Apocalypse 10:1-7;SKN;51-0502;55;2;ange pieds
1 Timothee 3:16;SKN;51-0502;55;2;chair preche
Apocalypse 10:1;SKN;51-0502;56;2;ange pieds
Apocalypse 10:7;SKN;51-0502;56;2;ange voix
