ref;occurrences;fichier
Daniel 12:5;2;27-daniel.md
Daniel 12:6;2;27-daniel.md
Daniel 12:7;4;27-daniel.md
Daniel 12:8;2;27-daniel.md
Daniel 12:9;4;27-daniel.md
Daniel 131:0;1;27-daniel.md
Daniel 15:0;1;27-daniel.md
Daniel 19:0;1;27-daniel.md
Daniel 21:0;1;27-daniel.md
Daniel 2:19;1;27-daniel.md
Daniel 2:43;1;27-daniel.md
Daniel 37:0;1;27-daniel.md
Daniel 39:0;1;27-daniel.md
Daniel 5:12;2;27-daniel.md
Daniel 5:16;1;27-daniel.md
Daniel 5:25;2;27-daniel.md
Daniel 5:7;1;27-daniel.md
Daniel 63:0;1;27-daniel.md
Daniel 67:0;1;27-daniel.md
Daniel 69:0;1;27-daniel.md
Daniel 71:0;1;27-daniel.md
Daniel 73:0;1;27-daniel.md
Daniel 7:1;2;27-daniel.md
Daniel 7:10;8;27-daniel.md
Daniel 7:11;3;27-daniel.md
Daniel 7:12;3;27-daniel.md
Daniel 7:13;1;27-daniel.md
Daniel 7:14;1;27-daniel.md
Daniel 7:15;2;27-daniel.md
Daniel 7:18;1;27-daniel.md
Daniel 7:19;1;27-daniel.md
Daniel 7:2;3;27-daniel.md
Daniel 7:20;4;27-daniel.md
Daniel 7:21;3;27-daniel.md
Daniel 7:22;3;27-daniel.md
Daniel 7:23;3;27-daniel.md
Daniel 7:24;3;27-daniel.md
Daniel 7:25;1;27-daniel.md
Daniel 7:27;1;27-daniel.md
Daniel 7:28;1;27-daniel.md
Daniel 7:4;7;27-daniel.md
Daniel 7:5;3;27-daniel.md
Daniel 7:6;3;27-daniel.md
Daniel 7:7;8;27-daniel.md
Daniel 7:8;6;27-daniel.md
Daniel 7:9;110;27-daniel.md
Daniel 9:20;1;27-daniel.md
Daniel 9:22;1;27-daniel.md
Daniel 9:24;2;27-daniel.md
Daniel 9:25;4;27-daniel.md
Daniel 9:26;2;27-daniel.md
Daniel 9:27;2;27-daniel.md
Daniel 9:7;1;27-daniel.md
Deuteronome 14:2;2;05-deuteronome.md
Deuteronome 14:24;1;05-deuteronome.md
Deuteronome 16:1;2;05-deuteronome.md
Deuteronome 16:11;1;05-deuteronome.md
Deuteronome 18:1;1;05-deuteronome.md
Deuteronome 18:15;115;05-deuteronome.md
Deuteronome 18:16;1;05-deuteronome.md
Deuteronome 18:17;1;05-deuteronome.md
Deuteronome 18:18;1;05-deuteronome.md
Deuteronome 18:19;1;05-deuteronome.md
Deuteronome 18:20;1;05-deuteronome.md
Deuteronome 18:21;1;05-deuteronome.md
Deuteronome 18:22;70;05-deuteronome.md
Deuteronome 18:35;1;05-deuteronome.md
Deuteronome 18:5;1;05-deuteronome.md
Deuteronome 18:6;2;05-deuteronome.md
Deuteronome 22:18;2;05-deuteronome.md
Deuteronome 22:23;1;05-deuteronome.md
Deuteronome 22:24;1;05-deuteronome.md
Deuteronome 22:27;1;05-deuteronome.md
Deuteronome 23:18;1;05-deuteronome.md
Deuteronome 23:2;2;05-deuteronome.md
Deuteronome 23:3;2;05-deuteronome.md
Deuteronome 32:1;1;05-deuteronome.md
Deuteronome 32:10;1;05-deuteronome.md
Deuteronome 32:11;83;05-deuteronome.md
Deuteronome 32:12;1;05-deuteronome.md
Deuteronome 32:2;1;05-deuteronome.md
Deuteronome 32:3;1;05-deuteronome.md
Deuteronome 32:4;1;05-deuteronome.md
Deuteronome 32:5;1;05-deuteronome.md
Deuteronome 32:6;1;05-deuteronome.md
Deuteronome 32:7;1;05-deuteronome.md
Deuteronome 32:8;1;05-deuteronome.md
Deuteronome 32:9;1;05-deuteronome.md
Deuteronome 4:1;3;05-deuteronome.md
Deuteronome 4:10;5;05-deuteronome.md
Deuteronome 4:11;2;05-deuteronome.md
Deuteronome 4:12;3;05-deuteronome.md
Deuteronome 4:13;1;05-deuteronome.md
Deuteronome 4:14;1;05-deuteronome.md
Deuteronome 4:15;3;05-deuteronome.md
Deuteronome 4:19;2;05-deuteronome.md
Deuteronome 4:2;1;05-deuteronome.md
Deuteronome 4:23;2;05-deuteronome.md
Deuteronome 4:25;1;05-deuteronome.md
Deuteronome 4:26;2;05-deuteronome.md
Deuteronome 4:3;2;05-deuteronome.md
Deuteronome 4:31;1;05-deuteronome.md
Deuteronome 4:34;3;05-deuteronome.md
Deuteronome 4:36;4;05-deuteronome.md
Deuteronome 4:4;3;05-deuteronome.md
Deuteronome 4:40;3;05-deuteronome.md
Deuteronome 4:5;3;05-deuteronome.md
Deuteronome 4:7;1;05-deuteronome.md
Deuteronome 4:8;1;05-deuteronome.md
Deuteronome 4:9;3;05-deuteronome.md
Deuteronome 7:14;1;05-deuteronome.md
Deuteronome 7:7;1;05-deuteronome.md
Ecclesiaste 12:13;2;21-ecclesiaste.md
Ephesiens 1:1;8;49-ephesiens.md
Ephesiens 1:10;2;49-ephesiens.md
Ephesiens 1:11;2;49-ephesiens.md
Ephesiens 1:13;102;49-ephesiens.md
Ephesiens 1:13-14;90;49-ephesiens.md
Ephesiens 1:14;5;49-ephesiens.md
Ephesiens 1:16;1;49-ephesiens.md
Ephesiens 1:18;1;49-ephesiens.md
Ephesiens 1:19;1;49-ephesiens.md
Ephesiens 1:2;2;49-ephesiens.md
Ephesiens 1:20;79;49-ephesiens.md
Ephesiens 1:21;17;49-ephesiens.md
Ephesiens 1:22;1;49-ephesiens.md
Ephesiens 1:25;1;49-ephesiens.md
Ephesiens 1:3;8;49-ephesiens.md
Ephesiens 1:4;11;49-ephesiens.md
Ephesiens 1:5;114;49-ephesiens.md
Ephesiens 1:9;2;49-ephesiens.md
Ephesiens 2:1;2;49-ephesiens.md
Ephesiens 2:12;89;49-ephesiens.md
Ephesiens 2:19;2;49-ephesiens.md
Ephesiens 2:2;3;49-ephesiens.md
Ephesiens 3:1;2;49-ephesiens.md
Ephesiens 3:10;2;49-ephesiens.md
Ephesiens 3:11;2;49-ephesiens.md
Ephesiens 3:15;3;49-ephesiens.md
Ephesiens 3:2;2;49-ephesiens.md
Ephesiens 3:3;2;49-ephesiens.md
Ephesiens 3:4;2;49-ephesiens.md
Ephesiens 3:5;2;49-ephesiens.md
Ephesiens 3:6;2;49-ephesiens.md
Ephesiens 3:7;2;49-ephesiens.md
Ephesiens 3:8;2;49-ephesiens.md
Ephesiens 3:9;2;49-ephesiens.md
Ephesiens 4:11;3;49-ephesiens.md
Ephesiens 4:12;3;49-ephesiens.md
Ephesiens 4:13;3;49-ephesiens.md
Ephesiens 4:14;1;49-ephesiens.md
Ephesiens 4:30;220;49-ephesiens.md
Ephesiens 4:40;1;49-ephesiens.md
Ephesiens 5:1;6;49-ephesiens.md
Ephesiens 5:22;2;49-ephesiens.md
Ephesiens 5:23;4;49-ephesiens.md
Ephesiens 5:24;2;49-ephesiens.md
Ephesiens 5:25;3;49-ephesiens.md
Ephesiens 5:26;68;49-ephesiens.md
Ephesiens 5:28;2;49-ephesiens.md
Ephesiens 5:29;2;49-ephesiens.md
Ephesiens 5:30;2;49-ephesiens.md
Ephesiens 5:31;2;49-ephesiens.md
Ephesiens 5:32;2;49-ephesiens.md
Ephesiens 6:10;4;49-ephesiens.md
Ephesiens 6:11;2;49-ephesiens.md
Ephesiens 6:12;3;49-ephesiens.md
Ephesiens 6:13;2;49-ephesiens.md
Ephesiens 6:14;2;49-ephesiens.md
Ephesiens 6:15;2;49-ephesiens.md
Ephesiens 6:16;2;49-ephesiens.md
Ephesiens 6:17;2;49-ephesiens.md
Ephesiens 6:19;2;49-ephesiens.md
Esaie 11:1;2;23-esaie.md
Esaie 11:11;2;23-esaie.md
Esaie 11:15;2;23-esaie.md
Esaie 11:2;2;23-esaie.md
Esaie 11:3;2;23-esaie.md
Esaie 11:4;2;23-esaie.md
Esaie 11:5;2;23-esaie.md
Esaie 11:6;2;23-esaie.md
Esaie 11:7;2;23-esaie.md
Esaie 11:8;2;23-esaie.md
Esaie 11:9;2;23-esaie.md
Esaie 14:12;84;23-esaie.md
Esaie 14:13;6;23-esaie.md
Esaie 14:14;2;23-esaie.md
Esaie 18:1;2;23-esaie.md
Esaie 1:11;2;23-esaie.md
Esaie 1:13;3;23-esaie.md
Esaie 1:14;2;23-esaie.md
Esaie 1:16;2;23-esaie.md
Esaie 1:17;2;23-esaie.md
Esaie 1:18;3;23-esaie.md
Esaie 1:20;2;23-esaie.md
Esaie 1:23;2;23-esaie.md
Esaie 1:26;1;23-esaie.md
Esaie 1:4;2;23-esaie.md
Esaie 1:8;2;23-esaie.md
Esaie 21:1;2;23-esaie.md
Esaie 21:10;2;23-esaie.md
Esaie 21:11;4;23-esaie.md
Esaie 21:12;3;23-esaie.md
Esaie 21:2;2;23-esaie.md
Esaie 21:3;2;23-esaie.md
Esaie 21:4;2;23-esaie.md
Esaie 21:5;2;23-esaie.md
Esaie 21:6;2;23-esaie.md
Esaie 21:7;2;23-esaie.md
Esaie 21:8;2;23-esaie.md
Esaie 21:9;2;23-esaie.md
Esaie 27:12;93;23-esaie.md
Esaie 28:10;1;23-esaie.md
Esaie 28:11;65;23-esaie.md
Esaie 28:12;1;23-esaie.md
Esaie 28:18;68;23-esaie.md
Esaie 28:19;80;23-esaie.md
Esaie 28:21;1;23-esaie.md
Esaie 28:8;72;23-esaie.md
Esaie 28:8-12;1;23-esaie.md
Esaie 28:9;1;23-esaie.md
Esaie 29:6;1;23-esaie.md
Esaie 32:2;81;23-esaie.md
Esaie 35:1;2;23-esaie.md
Esaie 35:10;2;23-esaie.md
Esaie 35:2;2;23-esaie.md
Esaie 35:3;2;23-esaie.md
Esaie 35:4;2;23-esaie.md
Esaie 35:5;2;23-esaie.md
Esaie 35:6;6;23-esaie.md
Esaie 35:7;4;23-esaie.md
Esaie 35:8;8;23-esaie.md
Esaie 35:9;2;23-esaie.md
Esaie 38:1;2;23-esaie.md
Esaie 38:2;2;23-esaie.md
Esaie 38:3;2;23-esaie.md
Esaie 38:4;1;23-esaie.md
Esaie 38:5;2;23-esaie.md
Esaie 3:18;1;23-esaie.md
Esaie 40:11;1;23-esaie.md
Esaie 40:13;1;23-esaie.md
Esaie 40:14;1;23-esaie.md
Esaie 40:2;5;23-esaie.md
Esaie 40:20;1;23-esaie.md
Esaie 40:26;1;23-esaie.md
Esaie 40:3;120;23-esaie.md
Esaie 40:4;5;23-esaie.md
Esaie 40:5;3;23-esaie.md
Esaie 40:6;4;23-esaie.md
Esaie 40:9;8;23-esaie.md
Esaie 42:1;3;23-esaie.md
Esaie 42:2;3;23-esaie.md
Esaie 42:21;1;23-esaie.md
Esaie 42:3;3;23-esaie.md
Esaie 42:4;3;23-esaie.md
Esaie 42:5;3;23-esaie.md
Esaie 42:6;3;23-esaie.md
Esaie 42:7;3;23-esaie.md
Esaie 45:22;2;23-esaie.md
Esaie 45:23;2;23-esaie.md
Esaie 4:1;2;23-esaie.md
Esaie 4:5;2;23-esaie.md
Esaie 50:6;75;23-esaie.md
Esaie 53:1;10;23-esaie.md
Esaie 53:10;2;23-esaie.md
Esaie 53:11;2;23-esaie.md
Esaie 53:12;105;23-esaie.md
Esaie 53:2;2;23-esaie.md
Esaie 53:3;1;23-esaie.md
Esaie 53:4;3;23-esaie.md
Esaie 53:5;116;23-esaie.md
Esaie 53:6;5;23-esaie.md
Esaie 53:7;4;23-esaie.md
Esaie 53:8;2;23-esaie.md
Esaie 53:9;84;23-esaie.md
Esaie 54:1;2;23-esaie.md
Esaie 54:53;2;23-esaie.md
Esaie 5:13;1;23-esaie.md
Esaie 5:24;1;23-esaie.md
Esaie 60:1;64;23-esaie.md
Esaie 60:2;2;23-esaie.md
Esaie 61:1;94;23-esaie.md
Esaie 61:2;1;23-esaie.md
Esaie 65:11;4;23-esaie.md
Esaie 65:12;1;23-esaie.md
Esaie 65:13;4;23-esaie.md
Esaie 65:15;4;23-esaie.md
Esaie 65:17;8;23-esaie.md
Esaie 65:18;6;23-esaie.md
Esaie 65:19;6;23-esaie.md
Esaie 65:20;6;23-esaie.md
Esaie 65:21;6;23-esaie.md
Esaie 65:22;6;23-esaie.md
Esaie 65:23;6;23-esaie.md
Esaie 65:24;2;23-esaie.md
Esaie 65:25;6;23-esaie.md
Esaie 65:4;4;23-esaie.md
Esaie 65:8;2;23-esaie.md
Esaie 65:9;4;23-esaie.md
Esaie 66:20;1;23-esaie.md
Esaie 6:1;3;23-esaie.md
Esaie 6:10;1;23-esaie.md
Esaie 6:2;1;23-esaie.md
Esaie 6:4;1;23-esaie.md
Esaie 6:5;4;23-esaie.md
Esaie 6:6;1;23-esaie.md
Esaie 6:7;1;23-esaie.md
Esaie 6:8;1;23-esaie.md
Esaie 6:9;2;23-esaie.md
Esaie 7:14;4;23-esaie.md
Esaie 9:5;67;23-esaie.md
Esaie 9:6;177;23-esaie.md
Esaie 9:7;1;23-esaie.md
Esther 10:0;2;17-esther.md
Esther 14:0;2;17-esther.md
Esther 16:0;1;17-esther.md
Esther 22:0;1;17-esther.md
Esther 2:20;1;17-esther.md
Esther 2:21;1;17-esther.md
Esther 4:16;1;17-esther.md
Esther 6:10;1;17-esther.md
Esther 6:11;1;17-esther.md
Esther 6:13;1;17-esther.md
Esther 6:2;1;17-esther.md
Esther 6:8;1;17-esther.md
Esther 6:9;1;17-esther.md
Esther 7:7;1;17-esther.md
Esther 8:1;1;17-esther.md
Esther 8:10;1;17-esther.md
Esther 8:11;1;17-esther.md
Esther 8:13;1;17-esther.md
Esther 8:14;1;17-esther.md
Esther 8:15;1;17-esther.md
Esther 8:17;1;17-esther.md
Esther 8:2;1;17-esther.md
Esther 8:3;1;17-esther.md
Esther 8:4;1;17-esther.md
Esther 8:5;1;17-esther.md
Esther 8:7;1;17-esther.md
Esther 8:8;1;17-esther.md
Esther 8:9;1;17-esther.md
Esther 9:13;1;17-esther.md
Exode 10:21;2;02-exode.md
Exode 10:22;2;02-exode.md
Exode 10:23;2;02-exode.md
Exode 12:12;2;02-exode.md
Exode 12:27;1;02-exode.md
Exode 12:3;4;02-exode.md
Exode 12:4;1;02-exode.md
Exode 12:5;1;02-exode.md
Exode 12:6;3;02-exode.md
Exode 13:19;1;02-exode.md
Exode 13:21;108;02-exode.md
Exode 13:22;2;02-exode.md
Exode 13:31;1;02-exode.md
Exode 14:10;2;02-exode.md
Exode 14:11;2;02-exode.md
Exode 14:12;2;02-exode.md
Exode 14:13;2;02-exode.md
Exode 14:15;2;02-exode.md
Exode 14:16;2;02-exode.md
Exode 14:17;2;02-exode.md
Exode 14:18;2;02-exode.md
Exode 14:19;2;02-exode.md
Exode 14:20;2;02-exode.md
Exode 14:21;2;02-exode.md
Exode 14:22;2;02-exode.md
Exode 14:23;2;02-exode.md
Exode 14:24;2;02-exode.md
Exode 14:25;2;02-exode.md
Exode 14:26;2;02-exode.md
Exode 14:27;2;02-exode.md
Exode 14:28;2;02-exode.md
Exode 14:29;2;02-exode.md
Exode 14:3;2;02-exode.md
Exode 14:30;2;02-exode.md
Exode 14:31;2;02-exode.md
Exode 14:4;2;02-exode.md
Exode 14:5;2;02-exode.md
Exode 14:8;2;02-exode.md
Exode 14:9;2;02-exode.md
Exode 17:1;1;02-exode.md
Exode 19:1;5;02-exode.md
Exode 19:11;2;02-exode.md
Exode 19:12;3;02-exode.md
Exode 19:16;5;02-exode.md
Exode 19:19;2;02-exode.md
Exode 19:2;5;02-exode.md
Exode 19:21;1;02-exode.md
Exode 19:23;4;02-exode.md
Exode 19:4;2;02-exode.md
Exode 19:5;2;02-exode.md
Exode 19:8;1;02-exode.md
Exode 21:6;1;02-exode.md
Exode 23:20;2;02-exode.md
Exode 23:21;1;02-exode.md
Exode 23:22;1;02-exode.md
Exode 25:10;2;02-exode.md
Exode 33:2;2;02-exode.md
Exode 34:12;1;02-exode.md
Exode 3:15;2;02-exode.md
Exode 3:16;2;02-exode.md
Exode 3:18;1;02-exode.md
Exode 3:5;1;02-exode.md
Exode 3:6;1;02-exode.md
Exode 3:8;1;02-exode.md
Exode 4:1;1;02-exode.md
Exode 4:14;2;02-exode.md
Exode 4:24;2;02-exode.md
Exode 4:8;1;02-exode.md
Exode 9:13;1;02-exode.md
Exode 9:19;1;02-exode.md
Exode 9:20;1;02-exode.md
Exode 9:3;1;02-exode.md
Exode 9:35;1;02-exode.md
Exode 9:4;1;02-exode.md
Exode 9:6;1;02-exode.md
Exode 9:8;1;02-exode.md
Ezechiel 1:1;2;26-ezechiel.md
Ezechiel 1:13;2;26-ezechiel.md
Ezechiel 1:16;2;26-ezechiel.md
Ezechiel 1:2;2;26-ezechiel.md
Ezechiel 1:26;1;26-ezechiel.md
Ezechiel 1:28;1;26-ezechiel.md
Ezechiel 1:3;2;26-ezechiel.md
Ezechiel 1:4;2;26-ezechiel.md
Ezechiel 1:5;2;26-ezechiel.md
Ezechiel 24:24;2;26-ezechiel.md
Ezechiel 28:12;109;26-ezechiel.md
Ezechiel 2:1;2;26-ezechiel.md
Ezechiel 2:3;2;26-ezechiel.md
Ezechiel 33:33;1;26-ezechiel.md
Ezechiel 33:6;1;26-ezechiel.md
Ezechiel 37:1;2;26-ezechiel.md
Ezechiel 37:28;1;26-ezechiel.md
Ezechiel 37:9;2;26-ezechiel.md
Ezechiel 38:14;2;26-ezechiel.md
Ezechiel 38:16;1;26-ezechiel.md
Ezechiel 38:18;2;26-ezechiel.md
Ezechiel 43:2;2;26-ezechiel.md
Ezechiel 43:3;2;26-ezechiel.md
Ezechiel 43:4;2;26-ezechiel.md
Ezechiel 43:5;2;26-ezechiel.md
Ezechiel 43:6;1;26-ezechiel.md
Ezechiel 44:22;2;26-ezechiel.md
Ezechiel 48:1;2;26-ezechiel.md
Ezechiel 48:2;1;26-ezechiel.md
Ezechiel 48:3;1;26-ezechiel.md
Ezechiel 48:4;1;26-ezechiel.md
Ezechiel 48:5;1;26-ezechiel.md
Ezechiel 48:6;1;26-ezechiel.md
Ezechiel 48:7;1;26-ezechiel.md
Ezechiel 9:2;5;26-ezechiel.md
Ezechiel 9:3;1;26-ezechiel.md
Ezechiel 9:4;8;26-ezechiel.md
Ezechiel 9:6;2;26-ezechiel.md
Ezechiel 9:8;1;26-ezechiel.md
Galates 1:1;2;48-galates.md
Galates 1:2;1;48-galates.md
Galates 1:3;1;48-galates.md
Galates 1:4;1;48-galates.md
Galates 1:8;146;48-galates.md
Galates 1:9;2;48-galates.md
Galates 2:20;2;48-galates.md
Galates 3:16;69;48-galates.md
Galates 3:19;1;48-galates.md
Galates 3:26;3;48-galates.md
Galates 3:27;1;48-galates.md
Galates 3:28;1;48-galates.md
Galates 3:29;87;48-galates.md
Galates 4:19;1;48-galates.md
Galates 4:27;89;48-galates.md
Galates 4:28;2;48-galates.md
Galates 4:29;2;48-galates.md
Galates 4:30;2;48-galates.md
Galates 4:31;2;48-galates.md
Galates 5:22;4;48-galates.md
Galates 5:6;1;48-galates.md
Genese 12:1;2;01-genese.md
Genese 12:10;1;01-genese.md
Genese 12:15;2;01-genese.md
Genese 12:16;1;01-genese.md
Genese 12:19;1;01-genese.md
Genese 12:2;3;01-genese.md
Genese 12:3;4;01-genese.md
Genese 12:4;6;01-genese.md
Genese 12:7;1;01-genese.md
Genese 12:8;1;01-genese.md
Genese 13:10;1;01-genese.md
Genese 13:14;3;01-genese.md
Genese 13:16;2;01-genese.md
Genese 13:3;1;01-genese.md
Genese 13:7;1;01-genese.md
Genese 13:9;1;01-genese.md
Genese 14:15;2;01-genese.md
Genese 14:17;2;01-genese.md
Genese 14:18;107;01-genese.md
Genese 14:19;1;01-genese.md
Genese 14:22;1;01-genese.md
Genese 15:12;1;01-genese.md
Genese 15:16;69;01-genese.md
Genese 15:17;1;01-genese.md
Genese 15:18;1;01-genese.md
Genese 15:2;1;01-genese.md
Genese 15:3;1;01-genese.md
Genese 15:5;2;01-genese.md
Genese 15:7;1;01-genese.md
Genese 15:9;5;01-genese.md
Genese 17:1;4;01-genese.md
Genese 17:10;1;01-genese.md
Genese 17:12;2;01-genese.md
Genese 17:13;2;01-genese.md
Genese 17:14;1;01-genese.md
Genese 17:16;2;01-genese.md
Genese 17:17;1;01-genese.md
Genese 17:19;5;01-genese.md
Genese 17:20;4;01-genese.md
Genese 17:21;2;01-genese.md
Genese 17:23;1;01-genese.md
Genese 17:27;1;01-genese.md
Genese 17:3;1;01-genese.md
Genese 17:4;1;01-genese.md
Genese 17:5;1;01-genese.md
Genese 17:6;2;01-genese.md
Genese 17:7;2;01-genese.md
Genese 17:8;1;01-genese.md
Genese 18:10;2;01-genese.md
Genese 18:12;2;01-genese.md
Genese 18:2;2;01-genese.md
Genese 18:5;2;01-genese.md
Genese 18:6;1;01-genese.md
Genese 18:7;1;01-genese.md
Genese 18:8;1;01-genese.md
Genese 1:1;21;01-genese.md
Genese 1:10;3;01-genese.md
Genese 1:11;125;01-genese.md
Genese 1:12;12;01-genese.md
Genese 1:14;6;01-genese.md
Genese 1:15;5;01-genese.md
Genese 1:16;1;01-genese.md
Genese 1:17;2;01-genese.md
Genese 1:18;3;01-genese.md
Genese 1:2;6;01-genese.md
Genese 1:20;1;01-genese.md
Genese 1:21;9;01-genese.md
Genese 1:22;1;01-genese.md
Genese 1:24;10;01-genese.md
Genese 1:25;7;01-genese.md
Genese 1:26;142;01-genese.md
Genese 1:27;10;01-genese.md
Genese 1:28;84;01-genese.md
Genese 1:29;6;01-genese.md
Genese 1:3;5;01-genese.md
Genese 1:30;4;01-genese.md
Genese 1:31;1;01-genese.md
Genese 1:4;1;01-genese.md
Genese 1:5;3;01-genese.md
Genese 1:6;2;01-genese.md
Genese 1:7;3;01-genese.md
Genese 1:8;2;01-genese.md
Genese 1:9;5;01-genese.md
Genese 20:6;1;01-genese.md
Genese 20:7;3;01-genese.md
Genese 22:1;2;01-genese.md
Genese 22:10;2;01-genese.md
Genese 22:11;9;01-genese.md
Genese 22:12;2;01-genese.md
Genese 22:13;7;01-genese.md
Genese 22:14;135;01-genese.md
Genese 22:15;10;01-genese.md
Genese 22:16;78;01-genese.md
Genese 22:17;9;01-genese.md
Genese 22:18;6;01-genese.md
Genese 22:2;7;01-genese.md
Genese 22:3;18;01-genese.md
Genese 22:4;3;01-genese.md
Genese 22:5;4;01-genese.md
Genese 22:6;23;01-genese.md
Genese 22:7;16;01-genese.md
Genese 22:8;9;01-genese.md
Genese 22:9;12;01-genese.md
Genese 24:10;1;01-genese.md
Genese 24:56;1;01-genese.md
Genese 24:58;1;01-genese.md
Genese 24:61;1;01-genese.md
Genese 24:7;2;01-genese.md
Genese 2:15;3;01-genese.md
Genese 2:18;5;01-genese.md
Genese 2:18-21;60;01-genese.md
Genese 2:19;9;01-genese.md
Genese 2:20;7;01-genese.md
Genese 2:21;5;01-genese.md
Genese 2:23;2;01-genese.md
Genese 2:5;4;01-genese.md
Genese 2:7;100;01-genese.md
Genese 2:8;4;01-genese.md
Genese 2:9;5;01-genese.md
Genese 37:13;1;01-genese.md
Genese 37:15;2;01-genese.md
Genese 37:17;2;01-genese.md
Genese 37:18;2;01-genese.md
Genese 37:23;1;01-genese.md
Genese 37:3;1;01-genese.md
Genese 37:8;2;01-genese.md
Genese 38:15;2;01-genese.md
Genese 38:24;4;01-genese.md
Genese 38:28;2;01-genese.md
Genese 3:1;98;01-genese.md
Genese 3:10;1;01-genese.md
Genese 3:11;2;01-genese.md
Genese 3:12;1;01-genese.md
Genese 3:13;2;01-genese.md
Genese 3:14;5;01-genese.md
Genese 3:15;4;01-genese.md
Genese 3:16;106;01-genese.md
Genese 3:17;3;01-genese.md
Genese 3:18;2;01-genese.md
Genese 3:19;2;01-genese.md
Genese 3:2;1;01-genese.md
Genese 3:22;1;01-genese.md
Genese 3:24;2;01-genese.md
Genese 3:3;2;01-genese.md
Genese 3:4;4;01-genese.md
Genese 3:5;2;01-genese.md
Genese 3:6;2;01-genese.md
Genese 3:7;1;01-genese.md
Genese 3:8;91;01-genese.md
Genese 3:9;1;01-genese.md
Genese 44:49;2;01-genese.md
Genese 45:1;3;01-genese.md
Genese 45:10;1;01-genese.md
Genese 45:11;1;01-genese.md
Genese 45:12;1;01-genese.md
Genese 45:14;1;01-genese.md
Genese 45:16;1;01-genese.md
Genese 45:17;2;01-genese.md
Genese 45:2;3;01-genese.md
Genese 45:21;1;01-genese.md
Genese 45:22;1;01-genese.md
Genese 45:23;1;01-genese.md
Genese 45:24;1;01-genese.md
Genese 45:26;3;01-genese.md
Genese 45:27;1;01-genese.md
Genese 45:28;1;01-genese.md
Genese 45:3;2;01-genese.md
Genese 45:4;2;01-genese.md
Genese 45:5;1;01-genese.md
Genese 45:6;3;01-genese.md
Genese 48:13;1;01-genese.md
Genese 48:2;1;01-genese.md
Genese 49:16;1;01-genese.md
Genese 49:28;2;01-genese.md
Genese 49:3;1;01-genese.md
Genese 49:4;2;01-genese.md
Genese 49:9;2;01-genese.md
Genese 4:1;84;01-genese.md
Genese 4:10;8;01-genese.md
Genese 4:13;1;01-genese.md
Genese 4:15;4;01-genese.md
Genese 4:16;69;01-genese.md
Genese 4:17;5;01-genese.md
Genese 4:18;1;01-genese.md
Genese 4:19;1;01-genese.md
Genese 4:20;2;01-genese.md
Genese 4:21;2;01-genese.md
Genese 4:22;2;01-genese.md
Genese 4:23;2;01-genese.md
Genese 4:24;2;01-genese.md
Genese 4:25;5;01-genese.md
Genese 4:26;2;01-genese.md
Genese 4:3;1;01-genese.md
Genese 4:6;4;01-genese.md
Genese 5:16;2;01-genese.md
Genese 5:3;1;01-genese.md
Genese 6:1;3;01-genese.md
Genese 6:12;6;01-genese.md
Genese 6:14;1;01-genese.md
Genese 6:15;1;01-genese.md
Genese 6:16;1;01-genese.md
Genese 6:17;1;01-genese.md
Genese 6:19;1;01-genese.md
Genese 6:2;6;01-genese.md
Genese 6:3;2;01-genese.md
Genese 6:4;86;01-genese.md
Genese 6:7;1;01-genese.md
Genese 6:9;1;01-genese.md
Genese 8:20;2;01-genese.md
Genese 8:21;1;01-genese.md
Genese 8:22;1;01-genese.md
Genese 8:8;2;01-genese.md
Genese 9:11;2;01-genese.md
Genese 9:13;2;01-genese.md
Genese 9:15;2;01-genese.md
Genese 9:16;3;01-genese.md
Genese 9:17;1;01-genese.md
Habacuc 2:1;1;35-habakuk.md
Habacuc 2:2;1;35-habakuk.md
Habacuc 2:3;1;35-habakuk.md
Habacuc 2:4;1;35-habakuk.md
Habakuk 2:1;2;35-habakuk.md
Habakuk 2:14;1;35-habakuk.md
Hebreux 10:1;9;58-hebreux.md
Hebreux 10:10;2;58-hebreux.md
Hebreux 10:11;3;58-hebreux.md
Hebreux 10:12;7;58-hebreux.md
Hebreux 10:13;2;58-hebreux.md
Hebreux 10:14;65;58-hebreux.md
Hebreux 10:16;1;58-hebreux.md
Hebreux 10:17;1;58-hebreux.md
Hebreux 10:2;7;58-hebreux.md
Hebreux 10:20;2;58-hebreux.md
Hebreux 10:22;4;58-hebreux.md
Hebreux 10:24;3;58-hebreux.md
Hebreux 10:26;135;58-hebreux.md
Hebreux 10:27;11;58-hebreux.md
Hebreux 10:28;7;58-hebreux.md
Hebreux 10:29;12;58-hebreux.md
Hebreux 10:3;2;58-hebreux.md
Hebreux 10:30;1;58-hebreux.md
Hebreux 10:31;4;58-hebreux.md
Hebreux 10:32;2;58-hebreux.md
Hebreux 10:33;1;58-hebreux.md
Hebreux 10:34;3;58-hebreux.md
Hebreux 10:35;1;58-hebreux.md
Hebreux 10:36;1;58-hebreux.md
Hebreux 10:37;1;58-hebreux.md
Hebreux 10:38;2;58-hebreux.md
Hebreux 10:39;1;58-hebreux.md
Hebreux 10:4;2;58-hebreux.md
Hebreux 10:40;1;58-hebreux.md
Hebreux 10:47;1;58-hebreux.md
Hebreux 10:5;7;58-hebreux.md
Hebreux 10:7;1;58-hebreux.md
Hebreux 10:8;4;58-hebreux.md
